"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Oklahoma","Carter",1994,36,35,1,0,0,0,0,52,43,21,0,0,0,0,36
"Oklahoma","Cleveland",1994,365,285,69,11,0,0,0,147,74,40,1,126,235,0,3
"Oklahoma","Comanche",1994,365,289,62,14,0,0,0,140,74,37,0,134,217,0,14
"Oklahoma","Kay",1994,55,53,2,0,0,0,0,69,38,23,0,0,0,0,55
"Oklahoma","Mayes",1994,50,49,1,0,0,0,0,52,40,23,0,0,0,0,50
"Oklahoma","McClain",1994,364,321,40,3,0,0,0,129,54,36,0,0,364,0,0
"Oklahoma","Muskogee",1994,310,305,5,0,0,0,0,69,36,18,0,269,0,0,41
"Oklahoma","Oklahoma",1994,365,211,116,34,4,0,0,166,101,47,51,70,243,0,1
"Oklahoma","Tulsa",1994,365,221,99,36,8,1,0,202,108,45,32,76,255,0,2
"Oklahoma","Woodward",1994,55,55,0,0,0,0,0,40,26,17,0,0,0,0,55
"Oregon","Clackamas",1994,188,159,24,4,1,0,0,154,64,36,0,0,153,0,35
"Oregon","Columbia",1994,152,144,7,0,1,0,0,151,42,31,0,0,152,0,0
"Oregon","Deschutes",1994,211,177,34,0,0,0,0,96,54,32,85,0,0,0,126
"Oregon","Douglas",1994,150,139,11,0,0,0,0,70,44,21,0,0,0,0,150
"Oregon","Jackson",1994,365,256,107,2,0,0,0,104,64,45,200,0,111,0,54
"Oregon","Josephine",1994,237,204,33,0,0,0,0,72,54,38,200,0,0,0,37
"Oregon","Klamath",1994,261,210,51,0,0,0,0,75,57,28,72,0,0,38,151
"Oregon","Lake",1994,208,179,27,2,0,0,0,115,59,22,0,0,0,0,208
"Oregon","Lane",1994,365,277,85,3,0,0,0,136,59,39,147,0,123,21,74
"Oregon","Marion",1994,180,139,41,0,0,0,0,96,63,33,180,0,0,0,0
"Oregon","Multnomah",1994,365,311,54,0,0,0,0,96,54,35,303,41,0,0,21
"Oregon","Umatilla",1994,206,187,19,0,0,0,0,73,50,25,0,0,0,0,206
"Oregon","Union",1994,179,154,23,2,0,0,0,122,54,28,0,0,0,0,179
"Pennsylvania","Adams",1994,358,248,69,34,6,1,0,203,105,40,0,0,358,0,0
"Pennsylvania","Allegheny",1994,365,170,149,31,11,4,0,205,112,52,7,161,124,0,73
"Pennsylvania","Beaver",1994,361,280,59,17,5,0,0,177,87,40,19,172,165,0,5
"Pennsylvania","Berks",1994,365,269,72,21,2,1,0,207,87,42,14,210,138,0,3
"Pennsylvania","Blair",1994,365,268,77,14,6,0,0,187,87,39,1,171,187,0,6
"Pennsylvania","Bucks",1994,362,228,95,26,11,2,0,210,112,44,21,207,132,0,2
"Pennsylvania","Cambria",1994,365,283,66,14,2,0,0,164,77,39,5,189,164,0,7
"Pennsylvania","Centre",1994,364,269,69,21,5,0,0,187,93,38,0,0,364,0,0
"Pennsylvania","Chester",1994,47,40,7,0,0,0,0,62,56,29,0,0,0,0,47
"Pennsylvania","Dauphin",1994,361,227,98,27,7,2,0,208,100,43,0,197,158,0,6
"Pennsylvania","Delaware",1994,363,239,86,32,6,0,0,200,101,44,0,218,143,0,2
"Pennsylvania","Elk",1994,361,291,54,16,0,0,0,140,71,38,0,0,361,0,0
"Pennsylvania","Erie",1994,365,280,57,21,7,0,0,174,87,39,35,167,155,0,8
"Pennsylvania","Lackawanna",1994,365,246,91,23,5,0,0,174,90,44,7,176,165,0,17
"Pennsylvania","Lancaster",1994,363,260,64,33,5,1,0,201,101,42,10,176,165,0,12
"Pennsylvania","Lawrence",1994,365,294,63,6,2,0,0,159,64,40,2,217,135,0,11
"Pennsylvania","Lehigh",1994,365,258,84,21,2,0,0,190,87,42,30,168,164,0,3
"Pennsylvania","Luzerne",1994,365,279,63,20,3,0,0,154,84,38,14,154,188,0,9
"Pennsylvania","Lycoming",1994,238,200,35,3,0,0,0,112,58,36,0,0,206,0,32
"Pennsylvania","Mercer",1994,363,273,53,32,5,0,0,195,101,38,0,0,355,0,8
"Pennsylvania","Montgomery",1994,364,219,110,26,9,0,0,179,100,47,2,222,140,0,0
"Pennsylvania","Northampton",1994,364,219,103,36,5,1,0,202,103,45,10,199,153,0,2
"Pennsylvania","Perry",1994,365,287,50,24,4,0,0,177,87,32,0,149,207,0,9
"Pennsylvania","Philadelphia",1994,365,136,159,47,20,2,1,419,119,57,6,225,97,0,37
"Pennsylvania","Schuylkill",1994,365,365,0,0,0,0,0,20,13,7,365,0,0,0,0
"Pennsylvania","Somerset",1994,360,277,61,19,3,0,0,190,90,36,0,0,360,0,0
"Pennsylvania","Washington",1994,363,258,64,30,11,0,0,192,101,42,2,214,147,0,0
"Pennsylvania","Westmoreland",1994,195,154,24,10,7,0,0,187,93,36,0,0,163,0,32
"Pennsylvania","York",1994,364,246,88,28,1,1,0,202,87,42,6,232,122,0,4
"Puerto Rico","Barceloneta",1994,55,49,6,0,0,0,0,70,51,19,0,0,0,0,55
"Puerto Rico","Bayamon",1994,47,45,2,0,0,0,0,64,40,18,0,0,0,0,47
"Puerto Rico","Carolina",1994,57,55,2,0,0,0,0,62,42,23,0,0,0,0,57
"Puerto Rico","Catano",1994,49,46,3,0,0,0,0,57,45,22,0,0,0,0,49
"Puerto Rico","Fajardo",1994,51,47,4,0,0,0,0,61,32,20,0,0,0,0,51
"Puerto Rico","Guayama",1994,65,61,3,1,0,0,0,104,47,29,0,0,0,0,65
"Puerto Rico","Guaynabo",1994,364,320,44,0,0,0,0,70,52,30,0,0,0,0,364
"Puerto Rico","Manati",1994,54,49,5,0,0,0,0,66,49,25,0,0,0,0,54
"Puerto Rico","Ponce",1994,61,58,3,0,0,0,0,68,36,21,0,0,0,0,61
"Puerto Rico","San Juan",1994,362,325,37,0,0,0,0,67,51,37,289,0,0,0,73
"Rhode Island","Kent",1994,207,155,26,19,5,2,0,219,115,39,0,0,179,0,28
"Rhode Island","Providence",1994,365,276,66,19,3,1,0,209,71,41,54,168,134,0,9
"South Carolina","Abbeville",1994,317,254,56,6,1,0,0,151,67,39,0,0,317,0,0
"South Carolina","Aiken",1994,359,295,54,9,1,0,0,169,71,35,0,71,280,0,8
"South Carolina","Anderson",1994,349,263,71,11,4,0,0,179,80,39,0,0,340,0,9
"South Carolina","Barnwell",1994,343,294,37,10,2,0,0,177,64,34,0,65,265,0,13
"South Carolina","Berkeley",1994,364,302,54,6,2,0,0,161,64,36,0,0,364,0,0
"South Carolina","Charleston",1994,365,314,51,0,0,0,0,97,54,34,1,97,186,26,55
"South Carolina","Cherokee",1994,319,220,79,18,2,0,0,166,90,43,0,0,319,0,0
"South Carolina","Chester",1994,312,249,55,7,1,0,0,154,64,39,0,0,312,0,0
"South Carolina","Colleton",1994,343,293,43,5,2,0,0,161,61,32,0,0,343,0,0
"South Carolina","Darlington",1994,248,185,44,16,3,0,0,174,80,39,0,0,248,0,0
"South Carolina","Edgefield",1994,361,305,50,5,1,0,0,169,64,36,0,0,361,0,0
"South Carolina","Fairfield",1994,59,57,2,0,0,0,0,54,36,21,0,0,0,0,59
"South Carolina","Georgetown",1994,363,322,41,0,0,0,0,83,51,29,0,0,0,0,363
"South Carolina","Greenville",1994,363,331,32,0,0,0,0,65,50,31,30,185,0,0,148
"South Carolina","Lexington",1994,332,256,76,0,0,0,0,84,58,31,0,0,0,0,332
"South Carolina","Oconee",1994,328,253,64,9,2,0,0,161,77,41,5,0,323,0,0
"South Carolina","Pickens",1994,294,233,54,6,1,0,0,161,67,40,0,0,294,0,0
"South Carolina","Richland",1994,365,216,127,19,3,0,0,177,84,46,12,33,204,0,116
"South Carolina","Spartanburg",1994,294,217,60,14,3,0,0,172,87,38,0,0,277,0,17
"South Carolina","Union",1994,292,224,58,8,2,0,0,172,74,38,0,0,292,0,0
"South Carolina","Williamsburg",1994,213,182,25,6,0,0,0,147,64,35,0,0,213,0,0
"South Carolina","York",1994,322,253,57,9,3,0,0,166,74,38,0,0,306,0,16
"South Dakota","Brookings",1994,60,56,4,0,0,0,0,57,41,20,0,0,0,0,60
"South Dakota","Jackson",1994,105,91,14,0,0,0,0,63,52,24,0,0,0,105,0
"South Dakota","Minnehaha",1994,61,61,0,0,0,0,0,43,39,20,0,0,0,0,61
"South Dakota","Pennington",1994,360,275,85,0,0,0,0,95,59,36,0,0,0,0,360
"Tennessee","Anderson",1994,206,109,61,31,5,0,0,190,119,49,0,0,206,0,0
"Tennessee","Blount",1994,352,202,114,29,6,1,0,204,101,47,0,0,318,30,4
"Tennessee","Bradley",1994,365,264,76,22,3,0,0,182,87,40,0,144,215,0,6
"Tennessee","Claiborne",1994,352,254,84,12,2,0,0,190,84,43,0,0,352,0,0
"Tennessee","Davidson",1994,365,222,116,19,8,0,0,187,90,46,63,92,196,0,14
"Tennessee","DeKalb",1994,348,267,72,7,2,0,0,177,77,41,0,0,348,0,0
"Tennessee","Dickson",1994,221,134,57,26,4,0,0,182,108,46,0,7,191,0,23
"Tennessee","Giles",1994,40,40,0,0,0,0,0,46,29,18,0,0,0,0,40
"Tennessee","Hamblen",1994,362,256,79,24,3,0,0,174,93,39,0,86,266,0,10
"Tennessee","Hamilton",1994,365,262,82,15,5,1,0,201,90,39,0,0,344,0,21
"Tennessee","Haywood",1994,248,144,78,21,5,0,0,192,101,45,0,8,235,0,5
"Tennessee","Jefferson",1994,209,105,66,33,5,0,0,169,112,50,0,0,209,0,0
"Tennessee","Knox",1994,365,267,78,15,5,0,0,182,80,39,139,0,202,0,24
"Tennessee","Madison",1994,365,260,82,16,7,0,0,190,87,42,0,129,231,0,5
"Tennessee","Maury",1994,235,171,56,7,1,0,0,154,77,40,0,0,203,0,32
"Tennessee","McMinn",1994,355,340,15,0,0,0,0,80,41,25,0,313,0,0,42
"Tennessee","Montgomery",1994,51,50,1,0,0,0,0,51,31,19,0,0,0,0,51
"Tennessee","Roane",1994,103,99,4,0,0,0,0,64,44,23,0,0,0,0,103
"Tennessee","Rutherford",1994,201,121,71,7,2,0,0,159,87,45,0,0,201,0,0
"Tennessee","Sevier",1994,329,171,112,42,3,1,0,206,112,50,0,0,329,0,0
"Tennessee","Shelby",1994,365,198,123,38,6,0,0,179,108,47,64,127,170,0,4
"Tennessee","Sullivan",1994,365,265,82,15,3,0,0,166,80,41,13,144,187,0,21
"Tennessee","Sumner",1994,214,101,73,22,18,0,0,200,140,54,0,1,213,0,0
"Tennessee","Union",1994,60,53,7,0,0,0,0,59,51,30,0,0,0,0,60
"Tennessee","Washington",1994,54,53,1,0,0,0,0,51,34,25,0,0,0,0,54
"Tennessee","Williamson",1994,213,151,44,18,0,0,0,147,100,42,0,6,207,0,0
"Tennessee","Wilson",1994,196,131,55,9,1,0,0,156,87,45,0,0,196,0,0
"Texas","Bell",1994,57,57,0,0,0,0,0,36,23,13,0,0,0,0,57
"Texas","Bexar",1994,365,299,46,16,4,0,0,195,74,35,30,0,327,0,8
"Texas","Brazoria",1994,315,251,47,14,2,1,0,205,80,35,0,0,315,0,0
"Texas","Brewster",1994,348,268,77,3,0,0,0,119,61,44,0,0,325,23,0
"Texas","Cameron",1994,342,324,14,4,0,0,0,140,44,25,49,0,264,0,29
"Texas","Carson",1994,59,55,2,2,0,0,0,104,41,18,0,0,0,0,59
"Texas","Collin",1994,321,216,61,22,21,1,0,204,126,42,0,0,313,0,8
"Texas","Culberson",1994,87,80,7,0,0,0,0,82,48,27,0,0,0,87,0
"Texas","Dallas",1994,365,249,83,27,6,0,0,179,100,43,42,133,178,0,12
"Texas","Denton",1994,360,227,75,34,23,1,0,203,133,44,0,0,360,0,0
"Texas","El Paso",1994,365,125,200,33,6,1,0,201,101,58,25,215,112,0,13
"Texas","Ellis",1994,60,58,2,0,0,0,0,65,34,23,0,0,0,0,60
"Texas","Galveston",1994,310,255,35,15,4,1,0,206,77,35,0,0,289,0,21
"Texas","Gregg",1994,335,248,70,15,2,0,0,156,84,38,0,0,335,0,0
"Texas","Harris",1994,365,167,115,36,34,13,0,234,159,54,4,140,203,0,18
"Texas","Jefferson",1994,360,284,53,17,6,0,0,177,80,36,5,35,315,0,5
"Texas","Lubbock",1994,345,316,25,1,3,0,0,199,47,23,0,0,0,0,345
"Texas","Nueces",1994,357,300,46,8,3,0,0,192,67,32,0,0,335,0,22
"Texas","Orange",1994,350,302,38,8,2,0,0,172,61,33,0,52,298,0,0
"Texas","Potter",1994,58,57,1,0,0,0,0,53,27,16,0,0,0,0,58
"Texas","Smith",1994,170,129,27,13,1,0,0,166,97,32,0,0,132,0,38
"Texas","Tarrant",1994,365,225,81,29,24,6,0,214,143,46,15,78,272,0,0
"Texas","Travis",1994,365,268,81,12,4,0,0,159,77,41,30,93,240,0,2
"Texas","Victoria",1994,312,267,38,6,1,0,0,164,61,32,0,0,312,0,0
"Texas","Webb",1994,47,41,6,0,0,0,0,67,52,27,0,0,0,0,47
"Texas","Wichita",1994,44,40,4,0,0,0,0,61,49,22,0,0,0,0,44
"Utah","Davis",1994,361,243,107,11,0,0,0,143,78,45,4,220,133,0,4
"Utah","Garfield",1994,96,95,1,0,0,0,0,51,32,19,0,0,0,96,0
"Utah","Grand",1994,57,51,6,0,0,0,0,56,51,20,0,0,0,0,57
"Utah","Iron",1994,60,58,2,0,0,0,0,69,31,18,0,0,0,0,60
"Utah","Salt Lake",1994,365,147,172,36,10,0,0,172,109,55,31,111,104,0,119
"Utah","San Juan",1994,342,240,101,1,0,0,0,101,67,46,0,0,333,9,0
"Utah","Tooele",1994,311,295,16,0,0,0,0,90,41,22,0,0,0,0,311
"Utah","Utah",1994,365,143,213,9,0,0,0,115,87,55,90,116,134,7,18
"Utah","Weber",1994,365,192,148,24,1,0,0,164,93,50,41,178,126,0,20
"Vermont","Bennington",1994,246,177,59,9,1,0,0,164,80,43,0,0,191,33,22
"Vermont","Chittenden",1994,365,279,78,8,0,0,0,122,67,37,16,133,165,46,5
"Vermont","Rutland",1994,270,262,8,0,0,0,0,81,42,26,33,202,0,0,35
"Vermont","Washington",1994,57,57,0,0,0,0,0,46,37,16,0,0,0,0,57
"Vermont","Windham",1994,60,60,0,0,0,0,0,47,34,16,0,0,0,0,60
"Virgin Islands","St John",1994,78,56,22,0,0,0,0,87,68,32,0,0,0,78,0
"Virginia","Alexandria City",1994,364,226,116,18,4,0,0,177,87,46,1,258,105,0,0
"Virginia","Arlington",1994,365,230,95,32,7,1,0,205,101,45,4,243,118,0,0
"Virginia","Augusta",1994,175,103,62,10,0,0,0,140,93,48,0,0,175,0,0
"Virginia","Bristol City",1994,60,60,0,0,0,0,0,46,37,22,0,0,0,0,60
"Virginia","Campbell",1994,30,30,0,0,0,0,0,38,28,15,0,0,0,0,30
"Virginia","Caroline",1994,360,255,68,36,1,0,0,151,101,37,0,148,212,0,0
"Virginia","Carroll",1994,60,60,0,0,0,0,0,40,31,19,0,0,0,0,60
"Virginia","Charles",1994,361,248,86,25,2,0,0,156,88,40,0,199,162,0,0
"Virginia","Charlottesville City",1994,61,61,0,0,0,0,0,37,31,19,0,0,0,0,61
"Virginia","Chesapeake City",1994,55,55,0,0,0,0,0,46,30,18,0,0,0,0,55
"Virginia","Chesterfield",1994,238,149,57,30,2,0,0,161,108,45,0,0,213,0,25
"Virginia","Covington City",1994,59,59,0,0,0,0,0,45,39,22,0,0,0,0,59
"Virginia","Culpeper",1994,61,61,0,0,0,0,0,41,31,16,0,0,0,0,61
"Virginia","Fairfax",1994,365,188,127,36,14,0,0,200,112,49,5,220,140,0,0
"Virginia","Fauquier",1994,213,129,61,21,2,0,0,182,101,47,0,0,213,0,0
"Virginia","Frederick",1994,214,131,63,18,2,0,0,169,100,46,0,0,214,0,0
"Virginia","Fredericksburg City",1994,61,61,0,0,0,0,0,38,30,15,0,0,0,0,61
"Virginia","Giles",1994,344,216,103,21,4,0,0,166,97,45,0,0,344,0,0
"Virginia","Hampton City",1994,237,149,66,20,2,0,0,179,100,44,0,0,213,0,24
"Virginia","Hanover",1994,214,108,65,35,5,1,0,213,119,50,0,0,214,0,0
"Virginia","Henrico",1994,236,137,69,27,3,0,0,200,108,44,0,0,212,0,24
"Virginia","Henry",1994,122,91,30,0,1,0,0,151,80,43,0,0,122,0,0
"Virginia","Isle of Wight",1994,61,61,0,0,0,0,0,41,25,16,0,0,0,0,61
"Virginia","King William",1994,61,61,0,0,0,0,0,41,28,16,0,0,0,0,61
"Virginia","Loudoun",1994,59,59,0,0,0,0,0,48,31,13,0,0,0,0,59
"Virginia","Lynchburg City",1994,60,60,0,0,0,0,0,47,31,21,0,0,0,0,60
"Virginia","Madison",1994,348,207,115,25,1,0,0,161,97,46,0,0,296,52,0
"Virginia","Martinsville City",1994,59,58,1,0,0,0,0,54,32,19,0,0,0,0,59
"Virginia","Newport News City",1994,356,356,0,0,0,0,0,41,23,11,356,0,0,0,0
"Virginia","Norfolk City",1994,365,320,45,0,0,0,0,95,52,35,33,326,0,0,6
"Virginia","Northumberland",1994,63,63,0,0,0,0,0,44,32,16,0,0,0,0,63
"Virginia","Prince Edward",1994,351,251,76,22,2,0,0,161,90,40,0,0,351,0,0
"Virginia","Prince William",1994,283,216,58,9,0,0,0,150,77,39,0,67,200,0,16
"Virginia","Richmond City",1994,365,293,72,0,0,0,0,80,55,38,16,342,0,0,7
"Virginia","Roanoke",1994,365,266,77,20,2,0,0,172,90,40,0,170,195,0,0
"Virginia","Roanoke City",1994,365,347,18,0,0,0,0,73,41,17,317,0,0,0,48
"Virginia","Rockbridge",1994,35,4,31,0,0,0,0,95,83,58,0,0,0,35,0
"Virginia","Smyth",1994,61,61,0,0,0,0,0,44,30,19,0,0,0,0,61
"Virginia","Stafford",1994,212,125,62,23,2,0,0,161,105,48,0,0,212,0,0
"Virginia","Suffolk City",1994,239,139,72,25,2,1,0,202,105,45,0,0,214,0,25
"Virginia","Warren",1994,211,119,75,16,1,0,0,151,90,47,0,0,181,0,30
"Virginia","Winchester City",1994,60,59,1,0,0,0,0,52,37,18,0,0,0,0,60
"Virginia","Wise",1994,61,59,2,0,0,0,0,54,35,19,0,0,0,0,61
"Virginia","Wythe",1994,213,129,72,10,2,0,0,174,93,47,0,0,213,0,0
"Virginia","York",1994,61,61,0,0,0,0,0,38,26,17,0,0,0,0,61
"Washington","Adams",1994,56,52,4,0,0,0,0,54,47,21,0,0,0,0,56
"Washington","Asotin",1994,58,44,14,0,0,0,0,66,59,29,0,0,0,0,58
"Washington","Benton",1994,315,304,11,0,0,0,0,86,38,18,0,0,0,0,315
"Washington","Chelan",1994,70,67,1,1,0,1,0,210,38,19,0,0,0,0,70
"Washington","Clallam",1994,325,325,0,0,0,0,0,46,33,23,0,0,298,0,27
"Washington","Clark",1994,363,323,36,3,0,1,0,206,52,34,213,0,147,0,3
"Washington","Cowlitz",1994,62,61,1,0,0,0,0,56,32,21,0,0,0,0,62
"Washington","Grays Harbor",1994,61,61,0,0,0,0,0,34,29,18,0,0,0,0,61
"Washington","King",1994,365,295,67,1,0,2,0,219,56,41,227,0,103,0,35
"Washington","Kitsap",1994,163,162,1,0,0,0,0,54,38,24,119,0,0,0,44
"Washington","Kittitas",1994,97,92,5,0,0,0,0,61,42,17,0,0,0,97,0
"Washington","Klickitat",1994,239,198,39,2,0,0,0,126,54,40,0,0,188,51,0
"Washington","Pierce",1994,365,297,62,4,1,1,0,202,58,35,62,0,218,28,57
"Washington","Snohomish",1994,365,292,72,1,0,0,0,108,56,39,306,0,50,0,9
"Washington","Spokane",1994,365,164,199,2,0,0,0,105,77,52,240,0,74,0,51
"Washington","Thurston",1994,358,356,2,0,0,0,0,62,35,22,325,0,0,0,33
"Washington","Walla Walla",1994,65,52,12,1,0,0,0,110,63,27,0,0,0,0,65
"Washington","Whatcom",1994,232,226,5,1,0,0,0,112,44,31,0,0,211,0,21
"Washington","Yakima",1994,363,304,59,0,0,0,0,100,55,33,324,0,0,0,39
"West Virginia","Brooke",1994,365,290,70,2,0,3,0,281,62,27,33,0,0,0,332
"West Virginia","Cabell",1994,244,138,68,26,10,2,0,205,115,45,0,0,244,0,0
"West Virginia","Fayette",1994,51,50,1,0,0,0,0,51,38,23,0,0,0,0,51
"West Virginia","Gilmer",1994,353,274,62,15,2,0,0,169,80,36,0,0,353,0,0
"West Virginia","Greenbrier",1994,339,242,78,15,4,0,0,164,87,40,0,109,230,0,0
"West Virginia","Hancock",1994,365,230,118,16,1,0,0,154,84,43,20,37,143,0,165
"West Virginia","Kanawha",1994,365,305,51,8,1,0,0,151,64,33,111,45,191,0,18
"West Virginia","Ohio",1994,362,296,44,21,1,0,0,154,87,32,103,0,251,0,8
"West Virginia","Putnam",1994,52,51,1,0,0,0,0,51,44,21,0,0,0,0,52
"West Virginia","Tucker",1994,360,240,96,20,4,0,0,179,83,42,0,0,296,64,0
"West Virginia","Wayne",1994,182,180,2,0,0,0,0,54,29,8,130,0,0,0,52
"West Virginia","Wood",1994,233,141,51,27,13,1,0,203,129,45,0,0,209,0,24
"Wisconsin","Brown",1994,178,159,17,2,0,0,0,133,51,36,0,0,178,0,0
"Wisconsin","Columbia",1994,214,190,22,2,0,0,0,112,51,37,0,0,214,0,0
"Wisconsin","Dane",1994,365,340,21,4,0,0,0,119,48,32,185,0,172,0,8
"Wisconsin","Dodge",1994,180,158,18,4,0,0,0,115,54,38,0,0,180,0,0
"Wisconsin","Door",1994,183,129,35,12,6,1,0,208,101,41,0,0,183,0,0
"Wisconsin","Douglas",1994,61,60,1,0,0,0,0,67,29,19,0,0,0,0,61
"Wisconsin","Florence",1994,206,191,14,1,0,0,0,108,48,36,0,0,206,0,0
"Wisconsin","Fond du Lac",1994,176,153,20,3,0,0,0,122,64,39,0,0,176,0,0
"Wisconsin","Forest",1994,55,55,0,0,0,0,0,31,17,7,0,0,0,0,55
"Wisconsin","Jefferson",1994,182,153,23,6,0,0,0,136,58,39,0,0,182,0,0
"Wisconsin","Kenosha",1994,184,123,38,17,4,2,0,240,108,44,0,0,184,0,0
"Wisconsin","Kewaunee",1994,179,140,24,10,4,1,0,218,90,39,0,0,179,0,0
"Wisconsin","Manitowoc",1994,184,136,27,11,9,1,0,251,105,42,0,0,184,0,0
"Wisconsin","Marathon",1994,207,187,19,1,0,0,0,112,50,38,0,0,207,0,0
"Wisconsin","Milwaukee",1994,365,267,79,11,6,2,0,235,80,41,26,202,134,0,3
"Wisconsin","Oneida",1994,122,120,2,0,0,0,0,64,44,31,0,0,122,0,0
"Wisconsin","Outagamie",1994,176,164,10,2,0,0,0,129,48,35,0,0,176,0,0
"Wisconsin","Ozaukee",1994,212,156,35,12,8,1,0,245,96,41,0,15,197,0,0
"Wisconsin","Polk",1994,222,213,8,1,0,0,0,119,46,30,40,0,182,0,0
"Wisconsin","Racine",1994,364,323,29,7,4,1,0,232,54,29,192,0,172,0,0
"Wisconsin","Rock",1994,184,144,32,6,2,0,0,179,74,41,0,0,184,0,0
"Wisconsin","Sheboygan",1994,178,149,17,10,1,1,0,230,90,39,0,0,178,0,0
"Wisconsin","St. Croix",1994,287,268,16,3,0,0,0,126,48,27,104,0,183,0,0
"Wisconsin","Taylor",1994,356,322,31,3,0,0,0,129,50,34,0,0,356,0,0
"Wisconsin","Vernon",1994,217,198,18,1,0,0,0,115,50,35,0,0,191,0,26
"Wisconsin","Vilas",1994,361,350,11,0,0,0,0,87,43,30,0,0,360,0,1
"Wisconsin","Walworth",1994,182,127,45,8,2,0,0,166,84,44,0,0,182,0,0
"Wisconsin","Washington",1994,199,157,31,10,1,0,0,161,74,39,0,0,180,0,19
"Wisconsin","Waukesha",1994,364,330,29,4,1,0,0,164,50,27,132,0,151,0,81
"Wisconsin","Winnebago",1994,214,189,22,3,0,0,0,143,54,37,31,0,183,0,0
"Wyoming","Albany",1994,359,173,182,4,0,0,0,136,80,51,0,0,353,1,5
"Wyoming","Campbell",1994,62,57,5,0,0,0,0,70,46,26,0,0,0,0,62
"Wyoming","Carbon",1994,49,47,2,0,0,0,0,76,32,16,0,0,0,0,49
"Wyoming","Fremont",1994,219,179,40,0,0,0,0,88,62,23,0,0,0,0,219
"Wyoming","Laramie",1994,49,49,0,0,0,0,0,46,26,15,0,0,0,0,49
"Wyoming","Lincoln",1994,360,239,93,17,5,1,5,808,88,34,0,0,0,0,360
"Wyoming","Natrona",1994,47,47,0,0,0,0,0,49,31,15,0,0,0,0,47
"Wyoming","Park",1994,58,56,1,1,0,0,0,109,31,14,0,0,0,0,58
"Wyoming","Sheridan",1994,264,214,50,0,0,0,0,85,57,29,0,0,0,0,264
"Wyoming","Sublette",1994,359,251,108,0,0,0,0,100,64,46,0,0,359,0,0
"Wyoming","Sweetwater",1994,278,267,11,0,0,0,0,83,35,15,0,0,0,0,278
"Wyoming","Teton",1994,347,296,51,0,0,0,0,90,54,44,0,0,294,15,38
